Date,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec Główny,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka
2018/02/04,,,115,78,,,,,120,215,99,,,91,119,57,69
2018/02/05,,,296,338,,,,,446,674,329,,,256,193,294,156
2018/02/06,,,288,318,,,,,431,640,317,,,255,209,270,161
2018/02/07,,,255,299,,,,,367,641,316,,,248,166,220,164
2018/02/08,,,152,252,,,,,272,463,213,,,162,134,195,117
2018/02/09,,,100,248,,,,,320,458,251,,,197,117,197,123
2018/02/10,,,55,93,,,,,95,199,98,,,118,73,63,51
2018/02/11,,,111,67,,,,,107,177,83,,,71,101,43,54
2018/02/12,,,227,320,,,,,383,599,271,,,231,140,231,157
2018/02/13,,,253,318,,,,,382,587,325,,,217,153,213,97
2018/02/14,,,206,247,,,,,304,491,275,,,232,157,192,111
2018/02/15,,,190,267,,,,,316,484,226,,,201,131,301,105
2018/02/16,,,198,231,,,,,307,456,252,,,203,158,182,125
2018/02/17,,,197,118,,,,,154,242,140,,,113,203,86,83
2018/02/18,,,122,85,,,,,107,197,117,,,110,144,58,64
2018/02/19,,,339,320,,,,,443,669,330,,,239,253,237,182
2018/02/20,,,249,304,,,,,424,627,297,,,236,158,221,158
2018/02/21,,,251,280,,,,,396,599,285,,,240,134,229,125
2018/02/22,,,235,282,,,,,373,564,265,,,210,130,200,117
2018/02/23,,,182,203,,,,,290,448,224,,,195,112,154,109
2018/02/24,,,35,41,,,,,56,100,68,,,91,66,71,30
2018/02/25,,,22,34,,,,,49,89,58,,,75,88,31,17
2018/02/26,,,61,182,,,,,231,420,163,,,140,117,128,54
2018/02/27,,,51,181,,,,,246,412,164,,,158,87,144,73
2018/02/28,,,92,184,,,,,210,402,184,,,164,137,145,49
2018/03/01,,,68,199,,,,,210,399,200,,,160,126,140,72
2018/03/02,,,60,169,,,,,253,382,167,,,154,87,123,56
2018/03/03,,,37,76,,,,,67,129,81,,,75,37,42,26
2018/03/04,,,78,61,,,,,65,137,106,,,90,112,39,32
2018/03/05,,,230,260,,,,,367,600,297,,,241,162,240,130
2018/03/06,,,251,351,,,,,424,695,344,,,253,209,244,156
2018/03/07,,,351,364,,,,,499,797,389,,,302,241,285,186
2018/03/08,,,581,460,,,,,661,994,573,,,378,343,397,262
2018/03/09,,,503,419,,,,,570,824,475,,,300,339,354,262
2018/03/10,,,739,274,,,,,424,611,419,,,225,772,244,200
2018/03/11,,,2303,404,,,,,960,1141,1035,,,379,2558,304,514
2018/03/12,,,901,662,,,,,1039,1550,931,,,488,599,1398,447
2018/03/13,,,931,722,,,,,1111,1555,910,,,511,522,905,420
2018/03/14,,,482,460,,,,,766,1131,553,,,404,304,399,291
2018/03/15,,,525,525,,,,,751,1091,542,,,391,313,389,276
2018/03/16,,,190,298,,,,,333,528,262,,,238,119,209,133
2018/03/17,,,47,67,,,,,69,149,84,,,108,79,41,35
2018/03/18,,,27,45,,,,,44,101,50,,,97,42,17,25
2018/03/19,,,121,193,,,,,251,408,195,,,174,159,160,70
2018/03/20,,,185,258,,,,,340,498,242,,,200,127,174,125
2018/03/21,,,260,339,,,,,440,710,344,,,277,188,222,178
2018/03/22,,,500,448,,,,,661,969,472,,,319,371,395,253
2018/03/23,,,433,427,,,,,699,921,472,,,372,305,340,223
2018/03/24,,,581,256,,,,,392,580,453,,,248,599,233,217
2018/03/25,,,1419,318,,,,,657,856,724,,,293,1626,237,334
2018/03/26,,,628,597,,,,,857,1314,650,,,420,443,621,372
2018/03/27,,,387,405,,,,,578,909,467,,,303,222,319,250
2018/03/28,,,560,582,,,,,792,1206,676,,,419,439,1147,307
2018/03/29,,,426,360,,,,,550,770,476,,,320,286,1191,231
2018/03/30,,,1005,456,,,,,835,1079,680,,,382,912,486,377
2018/03/31,,,333,113,,,,,193,277,207,,,127,336,302,99
2018/04/01,,,63,34,,,,,35,84,55,,,38,70,32,18
2018/04/02,,,519,116,,,,,239,319,283,,,150,483,158,150
2018/04/03,,,1830,729,,,,,1364,1822,1217,,,494,1435,705,674
2018/04/04,,,2030,1040,,,,,1911,2614,1635,,,735,1340,1053,790
2018/04/05,,,1825,1132,,,,,1906,2599,1501,,,769,1031,1019,807
2018/04/06,,,1349,876,,,,,1559,2095,1207,,,615,758,883,620
2018/04/07,,,2763,625,,,,,1533,1787,1515,,,596,2885,719,805
2018/04/08,,,5176,816,,,,,2510,2660,2556,,,720,6185,718,1243
2018/04/09,,,3092,1555,,,,,2871,3740,2276,,,959,2018,1658,1240
2018/04/10,,,2385,1462,,,,,2616,3653,2082,,,908,1405,1431,1096
2018/04/11,,,2869,1547,,,,,3006,3863,2443,,,921,1625,1677,1272
2018/04/12,,,3226,1749,,,,,3072,4173,2459,,,1014,2064,2644,1454
2018/04/13,,,2112,1227,,,,,2246,2926,1778,,,799,1139,1202,956
2018/04/14,,,4078,891,,,,,2045,2543,2216,,,723,4064,761,974
2018/04/15,,,5217,878,,,,,2444,2816,2651,,,761,5986,737,1329
2018/04/16,,,1516,1200,,,,,1885,2673,1396,,,738,827,881,868
2018/04/17,,,1965,1352,,,,,2306,3225,1768,,,836,1083,1021,1009
2018/04/18,,,3444,1714,,,,,3268,4440,2562,,,1074,2038,1439,1431
2018/04/19,,,3364,1844,,,,,3429,4452,2749,,,1166,2222,1458,1474
2018/04/20,,,3277,1674,,,,,3230,4101,2638,,,1067,2171,1669,1390
2018/04/21,,,3834,891,,,,,2044,2696,2232,,,816,3909,1460,1077
2018/04/22,,,2922,1005,,,,,2961,3395,2733,,,837,5905,938,1387
2018/04/23,,,1976,1555,,,,,2500,3496,1899,,,874,1105,1267,1141
2018/04/24,,,2521,1683,,,,,2894,3975,2219,,,934,1428,1309,1215
2018/04/25,,,3160,1883,,,,,3412,4518,2669,,,1092,1841,1506,1472
2018/04/26,,,1846,1571,,,,,2512,3505,1805,,,848,892,1085,1095
2018/04/27,,,2714,1649,,,,,2873,3733,2099,,,1001,1535,1263,1284
2018/04/28,,,3611,789,,,,,1986,2347,1900,,,639,3694,809,962
2018/04/29,,,3520,701,,,,,1798,2137,1735,,,602,4027,711,865
2018/04/30,,,2835,1188,,,,,2364,2928,1881,,,795,2176,1196,1075
2018/05/01,,,5329,843,,,,,2559,2671,2438,,,703,6341,949,1270
2018/05/02,,,2105,903,,,,,1752,2192,1449,,,605,1674,826,876
2018/05/03,,,5003,775,,,,,2475,2511,2335,,,745,5990,805,1208
2018/05/04,,,2910,963,,,,,2374,2766,1849,,,749,2455,986,990
2018/05/05,,,3617,723,,,,,1995,2300,1885,,,674,3935,726,1061
2018/05/06,,,4257,826,,,,,2183,2365,2418,,,709,5072,722,1149
2018/05/07,,,3288,2013,,,,,3723,4712,2682,,,1183,2130,1606,1582
2018/05/08,,,2082,1671,,,,,2694,3556,2034,,,950,1137,1209,1244
2018/05/09,,,2369,1690,,,,,2931,3775,2190,,,1007,1584,1572,1199
2018/05/10,,,3539,2084,,,,,3742,4748,2810,,,1247,2311,2051,1592
2018/05/11,,,2277,1697,,,,,2914,3806,2080,,,1047,1357,1801,1298
2018/05/12,,,3546,994,,,,,2132,2632,2060,,,828,3672,1268,1082
2018/05/13,,,5073,1068,,,,,2794,2994,2633,,,865,5782,1044,1333
2018/05/14,,,2655,1981,,,,,3338,4369,2563,,,1096,1527,1563,1503
2018/05/15,,,1833,1567,,,,,2390,3438,1812,,,1002,1061,1094,1063
2018/05/16,,,1156,1137,,,,,1698,2378,1332,,,775,679,916,792
2018/05/17,,,579,636,,,,,902,1343,593,,,409,237,541,373
2018/05/18,,,811,744,,,,,1096,1526,810,,,523,415,527,478
2018/05/19,,,2302,709,,,,,1359,1853,1483,,,733,2165,697,749
2018/05/20,,,4352,807,,,,,2094,2569,2049,,,711,4780,731,1163
2018/05/21,,,2926,2082,,,,,3456,4482,2633,,,1146,2043,1493,1549
2018/05/22,,,3445,2149,,,,,3884,4946,2946,,,1193,2350,1710,1627
2018/05/23,,,2738,1845,,,,,3180,4101,2294,,,1065,1639,1510,1295
2018/05/24,,,3518,2138,,,,,3864,4835,2885,,,1287,2281,1691,1610
2018/05/25,,,2949,1915,,,,,3402,4246,2504,,,1120,2011,1450,1454
2018/05/26,,,2622,935,,,,,1784,2315,1694,,,768,2512,794,836
2018/05/27,,,4098,934,,,,,2143,2569,2117,,,817,4215,733,1072
2018/05/28,,,3703,2216,,,,,3920,5099,2997,,,1344,2489,2080,1643
2018/05/29,,,3754,2345,,,,,4148,5252,3080,,,1256,2376,1812,1735
2018/05/30,,,3190,2020,,,,,3672,4743,2765,,,1246,1883,1809,1455
2018/05/31,,,4624,884,,,,,2589,2533,2464,,,724,5033,1078,1199
2018/06/01,,,2368,1179,,,,,2257,2816,1862,,,779,1809,1178,985
2018/06/02,,,1934,568,,,,,1142,1458,1342,,,560,1747,566,627
2018/06/03,,,2897,708,,,,,1458,1889,1556,,,635,2541,822,837
2018/06/04,,,3230,2122,,,,,3595,4579,2684,,,1199,1940,2091,1522
2018/06/05,,,3203,2022,,,,,3630,4677,2840,,,1271,1955,2271,1449
2018/06/06,,,3534,2231,,,,,3961,5016,2910,,,1232,2092,1711,1543
2018/06/07,,,3714,2217,,,,,3928,5156,3019,,,1260,2440,1854,1668
2018/06/08,,,3207,1950,,,,,3640,4595,2698,,,1175,1936,1794,1395
2018/06/09,,,2897,970,,,,,1988,2551,1925,,,802,2748,825,942
2018/06/10,,,3939,884,,,,,2055,2550,2027,,,780,4051,675,1037
2018/06/11,,,3194,2051,,,,,1367,4529,2786,,,1183,1845,2004,1489
2018/06/12,,,1546,1115,,,,,14,2363,1318,,,758,908,909,717
2018/06/13,,,2010,1555,,,,,0,3497,1857,,,963,1083,1489,1116
2018/06/14,,,2266,1564,,,,,2,3610,1926,,,1076,1165,1208,1040
2018/06/15,,,2771,1699,,,,,0,4029,2416,,,1164,1739,1436,1353
2018/06/16,,,3070,945,,,,,0,2393,1910,,,755,2883,758,937
2018/06/17,,,4250,940,,,,,0,2721,2126,,,872,4739,745,1210
2018/06/18,,,2332,1593,,,,,0,3803,1883,,,1031,1401,1283,1122
2018/06/19,,,3207,2004,,,,,28,4599,2648,,,1281,1999,1875,1498
2018/06/20,,,3853,2185,,,,,7,4940,3117,,,1322,2369,2159,1625
2018/06/21,,,3079,1926,,,,,1,4461,2632,,,1135,1775,1693,1468
2018/06/22,,,1969,1489,,,,,12,3388,1884,,,986,1008,1781,1047
2018/06/23,,,718,379,,,,,1,902,693,,,372,467,342,362
2018/06/24,,,569,244,,,,,0,637,539,,,313,526,335,261
2018/06/25,,,2225,1501,,,,,1230,3416,1936,,,944,1343,1448,1189
2018/06/26,,,2392,1528,,,,,2591,3580,1922,,,963,1408,1452,1213
2018/06/27,,,1885,1487,,,,,2664,3491,1853,,,872,1014,1267,1125
2018/06/28,,,681,631,,,,,1014,1363,655,,,479,287,563,422
2018/06/29,,,2446,1380,,,,,2564,3438,1896,,,982,1691,2053,1129
2018/06/30,,,1347,555,,,,,985,1308,1026,,,478,1166,529,544
2018/07/01,,,1304,407,,,,,744,1150,682,,,375,1132,424,394
2018/07/02,,,2534,1654,,,,,2978,3799,2171,,,881,1649,1471,1357
2018/07/03,,,3027,1799,,,,,3333,4258,2527,,,1112,2041,1492,1437
2018/07/04,,,3735,2047,,,,,3828,4784,2959,,,1147,2585,1711,1721
2018/07/05,,,3590,1984,,,1759,,3363,4720,2819,,,1113,2423,2108,1661
2018/07/06,,465,1706,1362,,,1477,,2392,3104,1717,,175,776,1121,1204,1058
2018/07/07,,842,2596,735,,,1444,985,1662,2011,1742,,688,751,2987,1013,870
2018/07/08,,934,3622,788,,,1720,1988,1904,2312,2117,,767,686,4530,990,1092
2018/07/09,,1173,2165,1585,,,1608,2914,2683,3628,2046,,699,977,1597,1257,1183
2018/07/10,,1176,2105,1729,,,1861,3083,3019,3701,2202,,716,928,1452,1677,1271
2018/07/11,,717,1271,1236,,,1198,2095,2112,2563,1396,,470,734,794,953,860
2018/07/12,,1234,2261,1717,,,1852,3194,3056,3766,2285,,811,995,1734,1781,1304
2018/07/13,,604,1253,953,,,961,1871,1643,2159,1366,,406,702,919,2589,751
2018/07/14,,409,781,414,,,508,793,720,936,785,,271,383,855,935,391
2018/07/15,,584,2131,564,,,1031,1360,1267,1577,1492,,465,572,2724,899,732
2018/07/16,,913,1589,1244,,,1303,2464,2342,2900,1691,,581,687,1154,1306,983
2018/07/17,,281,469,450,,,409,805,742,976,602,,170,290,273,975,354
2018/07/18,,279,453,535,,,440,973,822,991,566,,199,389,261,1258,397
2018/07/19,,430,805,756,,,688,1415,1349,1518,911,,252,548,542,817,528
2018/07/20,,873,1940,1072,,,1259,2207,2090,2700,1506,,592,791,1470,1452,962
2018/07/21,,925,2984,828,,,1644,1750,1761,2100,1793,,785,689,3718,2215,984
2018/07/22,,970,3630,818,,,2068,1972,2042,2310,2105,,725,746,4925,1519,1153
2018/07/23,,1381,2694,1753,,,2182,3531,3360,4156,2480,,1025,1011,2177,2153,1495
2018/07/24,,1639,3260,2055,,,2533,3913,3893,4533,2941,,1153,1090,2684,2381,1595
2018/07/25,,1489,2911,1833,,,2395,3604,3674,4229,2619,,1078,998,2174,1658,1492
2018/07/26,,1198,2240,1547,,,1889,3256,3015,3755,2081,,829,879,1555,1727,1290
2018/07/27,,1256,2494,1545,,,1859,3024,2783,3635,2077,,863,931,1828,2226,1305
2018/07/28,,787,2387,745,,,1702,1610,1790,1933,1633,,733,598,2760,959,887
2018/07/29,,587,1789,488,,,989,1325,1125,1491,1225,,455,416,2068,434,667
2018/07/30,,1111,1931,1437,,,1704,2767,2722,3389,1968,,734,832,1356,1232,1281
2018/07/31,,1235,2455,1612,,,1959,3219,3138,3894,2342,,948,897,1918,1443,1463
2018/08/01,,1179,2342,1595,,,2091,3216,3247,3796,2180,,923,941,1828,1308,1400
2018/08/02,,1351,2695,1710,,,2316,3266,3419,3856,2438,,980,989,2098,1485,1500
2018/08/03,,1211,2506,1577,,,2124,3031,2995,3674,2239,,924,864,1903,1317,1400
2018/08/04,,735,2263,663,,,1733,1556,1751,1810,1554,,652,721,2366,1062,986
2018/08/05,,605,2012,596,,,1254,1461,1365,1554,1345,,615,522,2548,1181,863
2018/08/06,,1377,2807,1710,,,2257,3218,3310,3857,2487,,982,1054,2262,1406,1559
2018/08/07,,1472,3173,1824,,,2496,3441,3622,4065,2767,,1103,1084,2521,1868,1749
2018/08/08,,1529,2759,1777,,,2330,3486,3492,4118,2507,,1040,1016,2156,1915,1605
2018/08/09,,1415,2614,1720,,,2291,3276,3341,3885,2425,,999,1024,1849,2176,1562
2018/08/10,,1004,1505,1271,,,1417,2414,2250,2819,1615,,665,773,1078,1404,1073
2018/08/11,,451,890,367,,,515,746,673,898,778,,362,354,970,355,386
2018/08/12,,1082,3890,792,,,1924,1934,2051,2283,2283,,794,699,5463,652,1276
2018/08/13,,1541,2548,1680,,,2170,3198,3123,3737,2456,,1042,986,2011,1403,1488
2018/08/14,,1194,1816,1456,,,1622,2712,2503,3167,1964,,691,848,1317,1830,1169
2018/08/15,,1148,3514,886,,,1749,2387,2181,2552,2190,,762,767,4940,1124,1235
2018/08/16,,1520,2356,1619,,,1866,3067,2991,3721,2225,,912,931,1882,1554,1374
2018/08/17,,1497,2442,1565,,,1896,2982,2795,3526,2254,,883,959,1965,1430,1341
2018/08/18,,939,1933,650,,,1268,1517,1323,1838,1614,,682,543,2532,1108,836
2018/08/19,,959,2795,745,,,1677,1889,1734,2122,1812,,647,550,3753,681,1099
2018/08/20,,1632,2663,1792,,,2173,3448,3323,4059,2459,,1089,1080,2118,1518,1565
2018/08/21,,1667,2675,1865,,,2364,3646,3616,4249,2694,,1092,1038,2123,1637,1714
2018/08/22,,1754,3064,1894,,,2508,3804,3699,4315,2798,,1085,1099,2575,1661,1715
2018/08/23,,1599,2976,1912,,,2442,3640,3512,4150,2859,,1118,1086,2482,1633,1698
2018/08/24,,923,1635,1347,,,1447,2528,2389,2942,1729,,636,752,1160,1083,1118
2018/08/25,,313,516,325,,,415,638,513,801,530,,230,287,611,268,325
2018/08/26,,138,247,161,,,199,356,288,423,283,,110,161,251,821,174
2018/08/27,,1241,2072,1553,,,1742,2893,2798,3488,1951,,844,847,1615,1454,1331
2018/08/28,,1219,2114,1674,,,1874,3394,3023,3876,2221,,914,996,1673,1693,1404
2018/08/29,,1430,2802,1841,,,2210,3511,3364,4205,2503,,1023,1042,2327,1920,1610
2018/08/30,,1411,2770,1847,,,2321,3667,3441,4235,2607,,1132,1054,2512,2419,1724
2018/08/31,,1043,1727,1376,,,1505,2798,2413,3211,1865,,752,848,1441,1216,1220
2018/09/01,,846,2220,724,,,1211,1642,1503,1924,1690,,662,637,2645,1039,904
2018/09/02,,903,2662,770,,,1518,2047,1757,2174,1818,,743,662,3580,1480,986
2018/09/03,,1411,2499,1821,,,2189,3505,3361,4177,2430,,1039,1070,1962,2074,1532
2018/09/04,,743,1270,1168,,,1372,2123,2161,2561,1515,,581,817,978,1239,1031
2018/09/05,,924,1527,1401,,,1414,2593,2284,3020,1660,,648,916,1182,1488,1095
2018/09/06,,1228,1951,1751,,,1733,3280,2872,3878,2149,,894,1001,1594,1683,1372
2018/09/07,,1292,2224,1680,,,1806,3228,2905,3745,2135,,1012,1044,1795,2527,1368
2018/09/08,,546,1037,556,,,637,1090,905,1384,952,,667,461,1243,553,550
2018/09/09,,1024,3331,743,,,1588,2016,1909,2304,2090,,754,666,4532,1127,1122
2018/09/10,,1328,2264,1863,,,1964,3404,3129,4046,2380,,931,1014,1834,1993,1510
2018/09/11,,1267,2144,1870,,,1865,3413,3113,3919,2187,,862,1066,1553,1837,1457
2018/09/12,,1489,2732,1951,,,2211,3677,3456,4302,2498,,1056,1103,2288,1750,1603
2018/09/13,,1436,2399,1927,,,2173,3497,3254,4158,2394,,934,1116,2063,2051,1561
2018/09/14,,823,1233,1284,,,1302,2335,1995,2646,1422,,528,788,812,1024,973
2018/09/15,,351,902,336,,,478,729,638,837,728,,301,368,910,626,363
2018/09/16,,856,3382,717,,,1521,1818,1687,2051,1932,,652,741,4440,871,1047
2018/09/17,,1340,2444,1777,,,1903,3211,3018,3743,2197,,885,1036,1700,2522,1446
2018/09/18,,1403,2731,1845,,,2110,3510,3408,4140,2374,,918,1148,1994,2178,1552
2018/09/19,,1381,2880,1815,,,2099,3546,3429,4196,2497,,966,1131,2133,1605,1523
2018/09/20,,1422,2871,1811,,,2122,3510,3427,4157,2582,,999,1110,2151,1848,1535
2018/09/21,,1277,2702,1558,,,1850,3126,2905,3708,2128,,897,1087,2127,1336,1477
2018/09/22,,323,627,318,,,362,579,554,703,508,,198,368,631,286,326
2018/09/23,,558,1392,407,,,577,1057,800,1144,953,,281,434,1582,352,713
2018/09/24,,395,646,727,,,622,1341,1177,1522,762,,304,545,344,595,547
2018/09/25,,497,960,964,,,856,1661,1619,1952,1003,,377,694,519,710,750
2018/09/26,,682,1488,1144,,,1148,2012,1914,2352,1333,,486,812,903,899,859
2018/09/27,,746,1392,1202,,,1166,2202,1954,2500,1304,,536,823,877,927,973
2018/09/28,,908,1907,1315,,,1339,2471,2169,2777,1584,,621,894,1377,1082,1107
2018/09/29,,355,1052,484,,,519,944,796,1096,760,,346,471,1035,413,511
2018/09/30,,526,1789,479,,,734,1094,921,1170,1064,,408,523,2137,468,633
2018/10/01,,773,1600,1301,,,1183,2426,2133,2722,1557,,546,981,995,1123,996
2018/10/02,,348,586,577,,,484,1090,974,1226,622,,253,478,330,479,462
2018/10/03,,492,889,854,,,672,1559,1307,1750,997,,309,662,461,728,618
2018/10/04,,706,1304,1120,,,989,2112,1777,2445,1247,,460,776,805,1103,855
2018/10/05,,771,1682,1187,,,1086,2226,1855,2516,1462,,566,882,1242,1031,956
2018/10/06,,660,2344,628,,,849,1225,1261,1567,1390,,512,630,2536,673,795
2018/10/07,,540,1904,459,,,753,1167,1053,1345,999,,447,507,2035,458,606
2018/10/08,,732,1402,1272,,,1034,2427,1952,2670,1398,,501,792,781,946,1029
2018/10/09,,897,1980,1321,,,1269,2731,2347,3106,1601,,634,938,1235,1033,1219
2018/10/10,,994,2163,1430,,,1333,2729,2342,3167,1744,,680,963,1328,1051,1239
2018/10/11,,881,1944,1391,,,1231,2596,2185,2903,1497,,650,882,1128,1003,1138
2018/10/12,,854,2072,1269,,,1244,2515,2090,2772,1563,,643,841,1346,1012,1123
2018/10/13,,657,2385,662,,,835,1364,1274,1654,1301,,558,550,2389,500,778
2018/10/14,,696,2214,586,,,961,1483,1483,1736,1408,,518,451,3207,455,773
2018/10/15,,867,2036,1448,,,1327,2647,2317,2994,1646,,649,867,1312,1113,1208
2018/10/16,,936,2094,1435,,,1393,2975,2422,3116,1644,,599,967,1333,1118,1239
2018/10/17,,905,1988,1404,,,1323,2751,2335,3091,1656,,557,932,1221,1181,1166
2018/10/18,,805,1789,1350,,,1148,2521,2110,2774,1497,,610,883,1068,967,1081
2018/10/19,,617,1271,1070,,,878,2005,1629,2163,1090,,428,832,714,787,918
2018/10/20,,240,603,316,,,308,692,445,756,472,,178,312,467,259,249
2018/10/21,,138,414,198,,,186,461,338,528,347,,87,273,348,134,207
2018/10/22,,574,1189,1016,,,840,1900,1550,2101,1064,,344,723,696,882,766
2018/10/23,,367,733,740,,,577,1397,1122,1494,766,,256,565,366,719,594
2018/10/24,,324,681,652,,,515,1243,1059,1336,664,,209,580,375,583,471
2018/10/25,,238,478,595,,,402,1042,856,1127,557,,173,461,289,525,422
2018/10/26,,428,955,772,,,597,1479,1246,1619,837,,293,659,539,771,641
2018/10/27,,224,508,310,,,326,638,416,713,428,,195,329,480,210,266
2018/10/28,,46,131,83,,,90,210,167,227,161,,59,139,100,92,89
2018/10/29,,480,1142,950,,,773,1702,1405,1895,1093,,339,676,684,690,724
2018/10/30,,727,1573,1282,,,1133,2311,1986,2573,1363,,442,870,880,946,1039
2018/10/31,,780,1658,1205,,,1111,2209,1925,2482,1359,,510,797,991,938,1035
2018/11/01,,353,1080,398,,,439,742,683,830,607,,160,347,1006,272,471
2018/11/02,,584,1505,682,,,753,1307,1312,1480,952,,355,515,1187,555,719
2018/11/03,,179,402,264,,,271,462,387,524,343,,158,272,327,177,228
2018/11/04,,193,542,226,,,260,544,364,581,435,,137,267,477,217,210
2018/11/05,,631,1232,1103,,,931,1978,1650,2157,1170,,378,719,615,852,817
2018/11/06,,746,1497,1201,,,1019,2112,1796,2391,1367,,475,794,969,981,978
2018/11/07,,647,1295,1136,,,913,2041,1728,2192,1192,,396,726,810,910,839
2018/11/08,,615,1302,1123,,,958,2056,1748,2223,1242,,426,772,792,927,845
2018/11/09,,513,967,926,,,755,1649,1435,1737,997,,332,684,563,859,713
2018/11/10,,266,565,318,,,316,644,456,729,482,,188,354,493,234,256
2018/11/11,,233,829,269,,,291,767,495,779,602,,145,349,772,373,293
2018/11/12,,385,1186,451,,,442,824,833,1004,703,,243,403,1209,1096,395
2018/11/13,,551,1006,991,,,810,1723,1513,1915,1042,,352,729,638,2802,770
2018/11/14,,439,785,858,,,669,1538,1266,1664,904,,272,590,421,844,605
2018/11/15,,462,804,827,,,702,1467,1244,1659,875,,291,622,469,694,623
2018/11/16,,399,656,738,,,604,1241,1083,1457,781,,262,536,380,1168,557
2018/11/17,,190,375,257,,,231,505,335,556,358,,152,267,334,226,196
2018/11/18,,122,251,139,,,153,370,248,437,259,,64,244,252,118,152
2018/11/19,,273,531,587,,,458,1011,859,1183,579,,189,449,316,503,446
2018/11/20,,254,479,561,,,423,944,792,1079,529,,157,446,293,450,390
2018/11/21,,191,403,513,,,365,787,709,928,505,,127,372,276,365,309
2018/11/22,,256,483,515,,,386,979,806,1047,519,,165,439,330,386,380
2018/11/23,,256,426,514,,,418,892,771,1004,527,,168,433,272,393,394
2018/11/24,,108,183,192,,,141,267,241,367,198,,87,207,149,172,129
2018/11/25,,132,248,129,,,202,321,274,362,269,,81,210,272,414,157
2018/11/26,,250,440,515,,,378,840,765,993,443,,156,428,282,479,379
2018/11/27,,280,500,549,,,459,962,825,1096,542,,143,454,281,420,457
2018/11/28,,259,487,552,,,462,948,843,1090,563,,186,437,305,425,417
2018/11/29,,236,430,505,,,410,837,778,991,468,,172,432,287,357,393
2018/11/30,,252,397,456,,,399,782,634,897,424,,144,396,220,302,378
2018/12/01,,102,144,172,,,122,261,210,291,167,,73,180,132,86,111
2018/12/02,,112,288,194,,,165,327,242,338,192,,75,208,258,101,129
2018/12/03,,280,543,545,,,456,946,834,1084,525,,187,457,339,442,485
2018/12/04,,196,450,487,,,381,804,724,866,470,,150,416,219,360,420
2018/12/05,,298,603,644,,,513,1048,938,1180,644,,190,476,331,493,531
2018/12/06,,275,585,530,,,492,1024,840,1123,580,,203,431,331,467,494
2018/12/07,,262,472,501,,,420,910,746,1006,548,,165,461,286,426,464
2018/12/08,,138,227,176,,,153,366,283,424,280,,102,252,203,171,186
2018/12/09,,89,169,110,,,100,229,171,248,143,,40,171,162,76,77
2018/12/10,,208,392,460,,,363,751,692,896,508,,136,332,236,358,338
2018/12/11,,160,350,370,,,305,624,544,727,362,,126,319,188,415,293
2018/12/12,,189,342,412,,,321,701,579,805,398,,124,366,178,314,299
2018/12/13,,177,381,406,,,319,715,637,794,443,,126,353,226,317,288
2018/12/14,,184,337,379,,,327,738,626,823,399,,111,336,194,307,313
2018/12/15,,92,153,120,,,112,286,191,302,172,,59,178,102,91,97
2018/12/16,,45,84,81,,,73,142,109,143,81,,37,125,137,49,70
2018/12/17,,104,181,275,,,212,488,417,544,272,,90,292,159,237,198
2018/12/18,,181,291,350,,,275,625,533,732,331,,120,323,178,345,284
2018/12/19,,162,373,338,,,273,724,514,761,323,,104,317,169,260,277
2018/12/20,,135,232,311,,,230,573,442,622,304,,91,292,181,245,268
2018/12/21,,149,276,346,,,277,694,489,750,347,,115,332,230,302,263
2018/12/22,,74,95,111,,,81,222,116,205,119,,48,197,93,169,104
2018/12/23,,56,92,90,,,75,145,120,152,100,,27,134,74,75,76
2018/12/24,,41,62,48,,,52,136,96,154,67,,29,78,58,61,67
2018/12/25,,16,25,17,,,18,39,18,41,30,,11,30,53,23,23
2018/12/26,,19,54,41,,,25,78,64,73,66,,11,62,55,42,31
2018/12/27,,85,190,157,,,137,341,270,369,179,,63,185,116,137,160
2018/12/28,,129,236,215,,,150,407,347,426,242,,96,164,148,237,201
2018/12/29,,72,145,127,,,108,210,164,232,189,,75,159,136,94,117
2018/12/30,,64,133,99,,,102,203,138,234,155,,52,135,150,65,92
2018/12/31,,80,147,169,,,112,335,182,364,170,,69,169,114,129,121
2019/01/01,,32,101,49,,,43,107,75,113,71,,11,94,97,60,42
2019/01/02,,103,202,264,,,204,443,357,521,246,,70,225,184,205,185
2019/01/03,,106,277,286,,,254,496,426,542,277,,81,252,178,260,237
2019/01/04,,119,229,273,,,201,515,365,561,253,,79,256,149,237,220
2019/01/05,,22,36,59,,,48,136,75,129,64,,22,96,53,9,55
2019/01/06,,41,37,42,,,32,113,81,104,58,,16,95,58,23,40
2019/01/07,,121,138,226,,,234,439,384,523,218,,102,191,161,60,203
2019/01/08,,118,112,183,,,214,403,366,548,224,,76,201,149,45,182
2019/01/09,,136,143,224,,,207,499,363,545,244,,90,224,132,175,204
2019/01/10,,96,79,183,,,177,388,308,443,196,,73,163,137,79,189
2019/01/11,,101,87,155,,,185,401,334,442,191,,55,190,126,34,166
2019/01/12,,58,35,61,,,59,175,107,204,94,,55,118,96,103,61
2019/01/13,,33,56,62,,,64,129,100,156,66,,13,111,64,37,47
2019/01/14,,110,133,178,,,178,477,303,482,194,,73,214,119,199,166
